3,1,2,1,96.5366,32.9026
3,1,2,2,96.9937,28.0145
3,1,2,3,96.7578,26.3659
3,1,3,0,96.9848,47.5636
3,1,3,1,96.4769,36.6246
3,1,3,2,97.0134,31.3725
3,1,3,3,96.3086,30.4907
3,1,4,0,96.4956,67.0882
3,1,4,1,96.4072,45.5888
3,1,4,2,97.4090,35.0695
3,1,4,3,97.1094,31.7547
3,2,0,0,93.5603,37.3829
3,2,0,1,92.7846,30.4808
3,2,0,2,94.2939,27.1889
3,2,0,3,92.9883,25.6624
3,2,1,0,95.9565,39.8173
3,2,1,1,95.0637,33.4563
3,2,1,2,95.7476,29.3925
3,2,1,3,95.7715,29.4142
3,2,2,0,96.1362,43.7852
3,2,2,1,96.7755,34.5028
3,2,2,2,96.3410,29.3504
3,2,2,3,96.3965,27.4695
3,2,3,0,96.4457,53.2500
3,2,3,1,96.6561,38.8854
3,2,3,2,97.1025,32.1051
3,2,3,3,97.3047,28.5201
3,2,4,0,96.2959,77.5635
3,2,4,1,96.6959,50.5528
3,2,4,2,96.1630,38.0986
3,2,4,3,97.2852,33.2563
3,3,0,0,93.3506,38.6114
3,3,0,1,93.1728,30.8633
3,3,0,2,93.2951,28.0394
3,3,0,3,93.7402,25.3402
3,3,1,0,95.3874,40.3107
3,3,1,1,95.1533,31.9723
3,3,1,2,95.4806,28.3467
3,3,1,3,95.6055,26.2817
3,3,2,0,95.9365,43.6517
3,3,2,1,95.5713,34.1865
3,3,2,2,96.7662,28.9197
3,3,2,3,96.7578,26.7536
3,3,3,0,96.5555,54.3783
3,3,3,1,96.6959,39.0475
3,3,3,2,96.5289,33.1221
3,3,3,3,97.0703,28.6745
3,3,4,0,96.0164,88.7853
3,3,4,1,96.5366,57.6347
3,3,4,2,96.9937,43.3256
3,3,4,3,97.6562,38.4002
4,0,0,0,93.2508,36.3023
4,0,0,1,93.4514,29.9657
4,0,0,2,95.0059,27.3238
4,0,0,3,94.0820,27.9426
4,0,1,0,94.8782,36.7042
4,0,1,1,95.8897,30.6893
4,0,1,2,95.7278,26.8786
4,0,1,3,96.2012,25.5200
4,0,2,0,96.1262,38.5100
4,0,2,1,96.5963,31.3333
4,0,2,2,96.5882,27.7371
4,0,2,3,95.8594,26.1530
4,0,3,0,95.1278,43.9627
4,0,3,1,96.9944,34.1023
4,0,3,2,96.5981,28.8933
4,0,3,3,97.1582,26.9179
4,0,4,0,96.0763,57.7131
4,0,4,1,95.5414,39.8446
4,0,4,2,97.4090,33.1901
4,0,4,3,97.2168,28.9826
4,1,0,0,92.1625,36.3971
4,1,0,1,94.2974,30.6974
4,1,0,2,93.9478,28.1209
4,1,0,3,94.9707,26.8066
4,1,1,0,95.5771,38.4856
4,1,1,1,95.1632,31.3287
4,1,1,2,95.4411,27.8588
4,1,1,3,96.2109,26.4220
4,1,2,0,95.6470,40.9983
4,1,2,1,96.3276,33.5516
4,1,2,2,96.6673,28.5292
4,1,2,3,96.9141,26.2109
4,1,3,0,95.5871,48.4413
4,1,3,1,96.2978,36.9048
4,1,3,2,95.7476,30.1437
4,1,3,3,96.4844,27.9712
4,1,4,0,94.9581,67.1318
4,1,4,1,95.9793,47.3301
4,1,4,2,96.4201,35.1742
4,1,4,3,96.7676,31.3806
4,2,0,0,92.3423,36.6173
4,2,0,1,92.7946,29.8125
4,2,0,2,93.5423,26.7196
4,2,0,3,94.1211,25.1284
4,2,1,0,93.8698,37.6738
4,2,1,1,94.9542,32.3104
4,2,1,2,95.5894,28.1373
4,2,1,3,95.3320,26.0116
4,2,2,0,95.4373,42.9526
4,2,2,1,96.0689,34.5443
4,2,2,2,95.9454,29.6261
4,2,2,3,95.5469,29.5627
4,2,3,0,96.0962,54.8635
4,2,3,1,94.8348,39.8879
4,2,3,2,97.0036,32.7373
4,2,3,3,97.3730,27.7857
4,2,4,0,95.6969,79.0299
4,2,4,1,96.6063,52.4739
4,2,4,2,96.1333,39.5307
4,2,4,3,96.7773,33.7898
4,3,0,0,93.2009,38.9387
4,3,0,1,93.4216,32.1342
4,3,0,2,93.7994,27.4425
4,3,0,3,94.1992,25.6583
4,3,1,0,92.2224,39.9631
4,3,1,1,94.7751,32.2293
4,3,1,2,95.6586,28.7921
4,3,1,3,95.2832,25.8402
4,3,2,0,94.7684,43.6530
4,3,2,1,95.1433,35.1199
4,3,2,2,95.8465,29.3128
4,3,2,3,95.9375,26.7118
4,3,3,0,95.6569,56.3101
4,3,3,1,95.4319,41.1045
4,3,3,2,96.7366,33.3084
4,3,3,3,96.8652,28.9811
4,3,4,0,92.5220,93.2432
4,3,4,1,96.3873,60.1597
4,3,4,2,96.0344,43.9505
4,3,4,3,96.7676,36.0225
